CustomerID,Recency,Frequency,Monetary,RecencyTile,FrequencyTile,MonetaryTile,RFM_Score,RFM_Level,LevelSegment
13094.0,21,12,1927.3200000000002,3,4,4,344,11,Loyal Customer
13095.0,70,1,74.39999999999999,2,1,1,211,4,Lost Customers
13097.0,32,10,6003.22,3,4,4,344,11,Loyal Customer
13098.0,1,28,28882.44,4,4,4,444,12,Best Customer
13099.0,99,1,207.36,2,1,1,211,4,Lost Customers
13101.0,234,1,101.19,1,1,1,111,3,Lost Cheap Customers
13102.0,1,24,6424.09,4,4,4,444,12,Best Customer
13103.0,39,1,243.94,3,1,1,311,5,Lost Customers
13104.0,3,6,1098.48,4,4,3,443,11,Loyal Customer
13106.0,133,1,76.5,2,1,1,211,4,Lost Customers
13107.0,44,4,1531.6200000000001,3,3,3,333,9,Big Spenders
13108.0,372,1,350.06,1,1,2,112,4,Lost Customers
13109.0,59,2,786.54,2,2,3,223,7,Almost Lost
13110.0,31,7,1488.67,3,4,3,343,10,Loyal Customer
13113.0,0,24,12245.960000000001,4,4,4,444,12,Best Customer
13115.0,11,4,2294.78,4,3,4,434,11,Loyal Customer
13116.0,138,1,501.14,2,1,2,212,5,Lost Customers
13117.0,21,8,984.91,3,4,3,343,10,Loyal Customer
13118.0,19,5,1197.81,3,3,3,333,9,Big Spenders
13120.0,238,1,30.6,1,1,1,111,3,Lost Cheap Customers
13121.0,269,1,283.73,1,1,1,111,3,Lost Cheap Customers
13122.0,94,2,922.39,2,2,3,223,7,Almost Lost
13124.0,89,3,3756.33,2,3,4,234,9,Big Spenders
13126.0,4,8,2099.64,4,4,4,444,12,Best Customer
13127.0,77,1,259.17,2,1,1,211,4,Lost Customers
13130.0,94,1,64.0,2,1,1,211,4,Lost Customers
13131.0,23,3,1073.3,3,3,3,333,9,Big Spenders
13132.0,261,1,77.3,1,1,1,111,3,Lost Cheap Customers
13133.0,273,2,109.8,1,2,1,121,4,Lost Customers
13134.0,85,4,1793.58,2,3,4,234,9,Big Spenders
13135.0,196,1,3096.0,1,1,4,114,6,Almost Lost
13136.0,56,5,2607.61,2,3,4,234,9,Big Spenders
13137.0,10,8,3603.29,4,4,4,444,12,Best Customer
13138.0,22,6,962.39,3,4,3,343,10,Loyal Customer
13139.0,16,7,5064.9400000000005,4,4,4,444,12,Best Customer
13140.0,108,3,422.47,2,3,2,232,7,Almost Lost
13141.0,84,5,2388.75,2,3,4,234,9,Big Spenders
13142.0,19,1,307.09000000000003,3,1,2,312,6,Almost Lost
13144.0,332,1,110.95,1,1,1,111,3,Lost Cheap Customers
13145.0,39,4,618.52,3,3,2,332,8,Big Spenders
13146.0,26,1,228.91,3,1,1,311,5,Lost Customers
13147.0,10,4,712.8,4,3,3,433,10,Loyal Customer
13148.0,29,12,3683.26,3,4,4,344,11,Loyal Customer
13149.0,14,4,1676.06,4,3,4,434,11,Loyal Customer
13151.0,295,1,1257.8700000000001,1,1,3,113,5,Lost Customers
13153.0,5,1,486.22,4,1,2,412,7,Almost Lost
13155.0,33,4,971.76,3,3,3,333,9,Big Spenders
13157.0,49,4,1741.22,3,3,4,334,10,Loyal Customer
13158.0,94,4,1201.06,2,3,3,233,8,Big Spenders
13159.0,8,4,1429.35,4,3,3,433,10,Loyal Customer
13160.0,22,1,91.8,3,1,1,311,5,Lost Customers
13161.0,313,1,112.75,1,1,1,111,3,Lost Cheap Customers
13162.0,122,4,1688.29,2,3,4,234,9,Big Spenders
13165.0,46,2,1021.48,3,2,3,323,8,Big Spenders
13166.0,283,1,417.2,1,1,2,112,4,Lost Customers
13167.0,18,4,791.33,3,3,3,333,9,Big Spenders
13168.0,36,4,1299.59,3,3,3,333,9,Big Spenders
13169.0,63,2,712.88,2,2,3,223,7,Almost Lost
13170.0,26,1,108.81,3,1,1,311,5,Lost Customers
13171.0,21,3,468.41,3,3,2,332,8,Big Spenders
13173.0,4,2,353.65000000000003,4,2,2,422,8,Big Spenders
13174.0,16,3,2742.82,4,3,4,434,11,Loyal Customer
13176.0,46,1,481.49,3,1,2,312,6,Almost Lost
13177.0,64,1,282.45,2,1,1,211,4,Lost Customers
13178.0,26,11,5725.47,3,4,4,344,11,Loyal Customer
13182.0,45,1,121.18,3,1,1,311,5,Lost Customers
13183.0,7,9,3957.78,4,4,4,444,12,Best Customer
13184.0,14,10,1668.95,4,4,4,444,12,Best Customer
13185.0,267,1,71.4,1,1,1,111,3,Lost Cheap Customers
13186.0,39,3,1575.89,3,3,4,334,10,Loyal Customer
13187.0,337,1,236.02,1,1,1,111,3,Lost Cheap Customers
13188.0,11,1,114.6,4,1,1,411,6,Almost Lost
13189.0,18,2,260.68,3,2,1,321,6,Almost Lost
13192.0,95,2,911.94,2,2,3,223,7,Almost Lost
13193.0,61,1,112.08,2,1,1,211,4,Lost Customers
13194.0,135,1,60.7,2,1,1,211,4,Lost Customers
13196.0,11,4,1797.78,4,3,4,434,11,Loyal Customer
13198.0,10,6,3401.2400000000002,4,4,4,444,12,Best Customer
13199.0,3,38,9817.12,4,4,4,444,12,Best Customer
13200.0,19,4,870.09,3,3,3,333,9,Big Spenders
13203.0,9,4,869.46,4,3,3,433,10,Loyal Customer
13207.0,15,2,250.26000000000002,4,2,1,421,7,Almost Lost
13208.0,58,6,1217.65,2,4,3,243,9,Big Spenders
13209.0,30,8,5891.61,3,4,4,344,11,Loyal Customer
13210.0,93,1,353.48,2,1,2,212,5,Lost Customers
13211.0,10,3,1095.42,4,3,3,433,10,Loyal Customer
13212.0,19,3,786.83,3,3,3,333,9,Big Spenders
13213.0,56,5,1520.58,2,3,3,233,8,Big Spenders
13216.0,267,1,333.74,1,1,2,112,4,Lost Customers
13217.0,122,3,533.98,2,3,2,232,7,Almost Lost
13218.0,127,1,62.64,2,1,1,211,4,Lost Customers
13220.0,78,4,819.2900000000001,2,3,3,233,8,Big Spenders
13221.0,240,2,847.41,1,2,3,123,6,Almost Lost
13223.0,200,2,163.2,1,2,1,121,4,Lost Customers
13224.0,60,2,2155.95,2,2,4,224,8,Big Spenders
13225.0,3,7,6463.84,4,4,4,444,12,Best Customer
13226.0,273,1,108.21000000000001,1,1,1,111,3,Lost Cheap Customers
13227.0,201,1,257.7,1,1,1,111,3,Lost Cheap Customers
13228.0,81,1,358.0,2,1,2,212,5,Lost Customers
13229.0,225,1,160.95,1,1,1,111,3,Lost Cheap Customers
13230.0,4,14,2755.63,4,4,4,444,12,Best Customer
13232.0,12,7,1328.35,4,4,3,443,11,Loyal Customer
13233.0,74,2,605.12,2,2,2,222,6,Almost Lost
13235.0,212,1,1031.07,1,1,3,113,5,Lost Customers
13236.0,24,2,744.85,3,2,3,323,8,Big Spenders
13238.0,17,4,700.73,4,3,3,433,10,Loyal Customer
13239.0,261,1,329.56,1,1,2,112,4,Lost Customers
13240.0,96,4,663.65,2,3,3,233,8,Big Spenders
13242.0,112,3,270.40000000000003,2,3,1,231,6,Almost Lost
13243.0,203,1,585.12,1,1,2,112,4,Lost Customers
13244.0,92,1,121.74000000000001,2,1,1,211,4,Lost Customers
13245.0,50,1,430.5,3,1,2,312,6,Almost Lost
13246.0,18,6,1961.52,3,4,4,344,11,Loyal Customer
13247.0,17,4,501.12,4,3,2,432,9,Big Spenders
13248.0,124,2,465.68,2,2,2,222,6,Almost Lost
13249.0,92,3,711.41,2,3,3,233,8,Big Spenders
13253.0,156,2,1030.4,1,2,3,123,6,Almost Lost
13255.0,9,2,399.51,4,2,2,422,8,Big Spenders
13258.0,11,3,672.83,4,3,3,433,10,Loyal Customer
13259.0,61,1,283.18,2,1,1,211,4,Lost Customers
13260.0,61,1,557.62,2,1,2,212,5,Lost Customers
13261.0,268,2,944.1,1,2,3,123,6,Almost Lost
13262.0,263,1,200.29,1,1,1,111,3,Lost Cheap Customers
13263.0,1,35,7436.93,4,4,4,444,12,Best Customer
13265.0,53,5,2092.66,2,3,4,234,9,Big Spenders
13266.0,11,12,3834.2599999999998,4,4,4,444,12,Best Customer
13267.0,2,19,4521.49,4,4,4,444,12,Best Customer
13268.0,17,11,3174.75,4,4,4,444,12,Best Customer
13269.0,1,15,5343.28,4,4,4,444,12,Best Customer
13270.0,366,1,590.0,1,1,2,112,4,Lost Customers
13271.0,37,1,211.49,3,1,1,311,5,Lost Customers
13272.0,31,2,276.56,3,2,1,321,6,Almost Lost
13273.0,113,1,138.98,2,1,1,211,4,Lost Customers
13276.0,63,2,590.9300000000001,2,2,2,222,6,Almost Lost
13277.0,15,4,258.4,4,3,1,431,8,Big Spenders
13278.0,40,1,542.73,3,1,2,312,6,Almost Lost
13279.0,78,1,137.75,2,1,1,211,4,Lost Customers
13280.0,122,3,798.46,2,3,3,233,8,Big Spenders
13282.0,18,3,1132.14,3,3,3,333,9,Big Spenders
13283.0,59,2,93.66,2,2,1,221,5,Lost Customers
13284.0,330,1,201.19,1,1,1,111,3,Lost Cheap Customers
13285.0,23,4,2709.12,3,3,4,334,10,Loyal Customer
13291.0,155,1,361.11,1,1,2,112,4,Lost Customers
13292.0,38,2,578.94,3,2,2,322,7,Almost Lost
13294.0,189,2,873.74,1,2,3,123,6,Almost Lost
13295.0,359,1,201.20000000000002,1,1,1,111,3,Lost Cheap Customers
13296.0,137,1,87.4,2,1,1,211,4,Lost Customers
13297.0,7,4,2089.85,4,3,4,434,11,Loyal Customer
13298.0,1,1,360.0,4,1,2,412,7,Almost Lost
13299.0,268,1,142.5,1,1,1,111,3,Lost Cheap Customers
13300.0,169,1,371.89,1,1,2,112,4,Lost Customers
13301.0,103,4,618.09,2,3,2,232,7,Almost Lost
13302.0,155,1,63.75,1,1,1,111,3,Lost Cheap Customers
13304.0,351,1,300.42,1,1,2,112,4,Lost Customers
13305.0,4,10,2000.86,4,4,4,444,12,Best Customer
13307.0,120,1,15.0,2,1,1,211,4,Lost Customers
13308.0,22,3,1385.51,3,3,3,333,9,Big Spenders
13309.0,7,5,1456.79,4,3,3,433,10,Loyal Customer
13310.0,28,3,1132.03,3,3,3,333,9,Big Spenders
13311.0,4,2,598.57,4,2,2,422,8,Big Spenders
13313.0,22,5,1555.3200000000002,3,3,3,333,9,Big Spenders
13314.0,1,3,775.94,4,3,3,433,10,Loyal Customer
13316.0,37,4,5732.93,3,3,4,334,10,Loyal Customer
13317.0,66,6,2273.68,2,4,4,244,10,Loyal Customer
13318.0,1,3,640.76,4,3,2,432,9,Big Spenders
13319.0,5,26,10845.550000000001,4,4,4,444,12,Best Customer
13320.0,78,4,1532.2,2,3,3,233,8,Big Spenders
13321.0,72,2,567.36,2,2,2,222,6,Almost Lost
13322.0,17,1,199.48000000000002,4,1,1,411,6,Almost Lost
13323.0,3,5,787.85,4,3,3,433,10,Loyal Customer
13324.0,36,10,7121.95,3,4,4,344,11,Loyal Customer
13325.0,81,1,675.3,2,1,3,213,6,Almost Lost
13327.0,38,8,3627.77,3,4,4,344,11,Loyal Customer
13328.0,316,1,1308.48,1,1,3,113,5,Lost Customers
13329.0,31,2,789.0,3,2,3,323,8,Big Spenders
13330.0,92,3,1140.93,2,3,3,233,8,Big Spenders
13332.0,14,1,350.90000000000003,4,1,2,412,7,Almost Lost
13334.0,82,3,3502.32,2,3,4,234,9,Big Spenders
13336.0,77,1,795.12,2,1,3,213,6,Almost Lost
13338.0,157,1,487.02,1,1,2,112,4,Lost Customers
13339.0,200,1,860.12,1,1,3,113,5,Lost Customers
13340.0,45,7,10736.48,3,4,4,344,11,Loyal Customer
13341.0,260,1,775.85,1,1,3,113,5,Lost Customers
13343.0,177,1,353.43,1,1,2,112,4,Lost Customers
13344.0,67,3,2511.69,2,3,4,234,9,Big Spenders
13345.0,287,1,389.5,1,1,2,112,4,Lost Customers
13347.0,70,1,341.36,2,1,2,212,5,Lost Customers
13348.0,64,1,233.76000000000002,2,1,1,211,4,Lost Customers
13349.0,10,1,247.32,4,1,1,411,6,Almost Lost
13350.0,16,2,979.12,4,2,3,423,9,Big Spenders
13351.0,66,1,373.94,2,1,2,212,5,Lost Customers
13352.0,60,1,397.98,2,1,2,212,5,Lost Customers
13354.0,71,1,743.53,2,1,3,213,6,Almost Lost
13355.0,122,1,674.7,2,1,3,213,6,Almost Lost
13356.0,80,1,768.24,2,1,3,213,6,Almost Lost
13357.0,257,1,609.4,1,1,2,112,4,Lost Customers
13358.0,268,1,439.03000000000003,1,1,2,112,4,Lost Customers
13359.0,63,1,439.56,2,1,2,212,5,Lost Customers
13362.0,9,4,3090.7400000000002,4,3,4,434,11,Loyal Customer
13363.0,17,2,992.5,4,2,3,423,9,Big Spenders
13364.0,71,1,134.96,2,1,1,211,4,Lost Customers
13365.0,33,2,2225.37,3,2,4,324,9,Big Spenders
13366.0,50,1,56.16,3,1,1,311,5,Lost Customers
13368.0,256,2,623.4,1,2,2,122,5,Lost Customers
13369.0,365,1,308.28000000000003,1,1,2,112,4,Lost Customers
13370.0,371,1,754.87,1,1,3,113,5,Lost Customers
13372.0,89,1,378.64,2,1,2,212,5,Lost Customers
13373.0,60,3,3312.25,2,3,4,234,9,Big Spenders
13375.0,88,1,778.65,2,1,3,213,6,Almost Lost
13376.0,99,3,1019.76,2,3,3,233,8,Big Spenders
13379.0,26,3,572.56,3,3,2,332,8,Big Spenders
13381.0,31,6,3639.31,3,4,4,344,11,Loyal Customer
13382.0,280,1,222.99,1,1,1,111,3,Lost Cheap Customers
13384.0,30,7,4151.93,3,4,4,344,11,Loyal Customer
13385.0,329,1,534.57,1,1,2,112,4,Lost Customers
13388.0,131,2,677.1,2,2,3,223,7,Almost Lost
13389.0,11,3,797.96,4,3,3,433,10,Loyal Customer
13390.0,74,1,544.08,2,1,2,212,5,Lost Customers
13391.0,203,1,59.8,1,1,1,111,3,Lost Cheap Customers
13394.0,1,8,2520.02,4,4,4,444,12,Best Customer
13395.0,185,1,307.72,1,1,2,112,4,Lost Customers
13396.0,29,2,1360.99,3,2,3,323,8,Big Spenders
13397.0,72,5,1544.13,2,3,3,233,8,Big Spenders
13398.0,192,1,457.34000000000003,1,1,2,112,4,Lost Customers
13402.0,127,2,621.23,2,2,2,222,6,Almost Lost
13403.0,17,1,75.0,4,1,1,411,6,Almost Lost
13404.0,1,2,252.49,4,2,1,421,7,Almost Lost
13405.0,74,3,572.451,2,3,2,232,7,Almost Lost
13408.0,1,62,28117.04,4,4,4,444,12,Best Customer
13410.0,24,5,1003.06,3,3,3,333,9,Big Spenders
13411.0,107,1,213.55,2,1,1,211,4,Lost Customers
13414.0,133,3,1390.5,2,3,3,233,8,Big Spenders
13416.0,43,2,712.5,3,2,3,323,8,Big Spenders
13417.0,4,2,640.83,4,2,2,422,8,Big Spenders
13418.0,11,18,6127.43,4,4,4,444,12,Best Customer
13419.0,63,1,221.06,2,1,1,211,4,Lost Customers
13420.0,149,2,159.85,1,2,1,121,4,Lost Customers
13421.0,40,2,1833.71,3,2,4,324,9,Big Spenders
13422.0,64,1,2626.3,2,1,4,214,7,Almost Lost
13425.0,108,3,1624.21,2,3,4,234,9,Big Spenders
13426.0,0,10,3641.32,4,4,4,444,12,Best Customer
13427.0,19,3,582.6,3,3,2,332,8,Big Spenders
13428.0,10,1,201.78,4,1,1,411,6,Almost Lost
13429.0,10,4,1006.8,4,3,3,433,10,Loyal Customer
13430.0,18,2,679.45,3,2,3,323,8,Big Spenders
13431.0,67,2,1269.1,2,2,3,223,7,Almost Lost
13434.0,74,2,534.24,2,2,2,222,6,Almost Lost
13435.0,5,7,3809.89,4,4,4,444,12,Best Customer
13436.0,1,1,196.89,4,1,1,411,6,Almost Lost
